trans_id,type,player,timestamp
1001,Activation,Williams32,2024-01-02
1002,Release,Taylor5,2024-01-03
1003,Release,Wilson18,2024-01-04
1004,Suspension,Hernandez64,2024-01-05
1005,Activation,Anderson52,2024-01-06
1006,Signing,Smith8,2024-01-07
1007,Suspension,Rodriguez44,2024-01-08
1008,Return,Williams5,2024-01-09
1009,Suspension,Wilson61,2024-01-10
1010,Trade,Williams59,2024-01-11
1011,Trade,Moore55,2024-01-12
1012,Trade,Taylor89,2024-01-13
1013,Release,Johnson32,2024-01-14
1014,Release,Brown20,2024-01-15
1015,Trade,Brown67,2024-01-16
1016,Release,Hernandez44,2024-01-17
1017,Activation,Davis98,2024-01-18
1018,Trade,Jones36,2024-01-19
1019,Trade,Rodriguez70,2024-01-20
1020,Release,Williams28,2024-01-21
1021,Signing,Hernandez40,2024-01-22
1022,Trade,Lopez48,2024-01-23
1023,Return,Jackson33,2024-01-24
1024,Signing,Anderson81,2024-01-25
1025,Return,Taylor1,2024-01-26
1026,Activation,Martinez9,2024-01-27
1027,Release,Martin32,2024-01-28
1028,Activation,Martin98,2024-01-29
1029,Release,Davis15,2024-01-30
1030,Return,Smith74,2024-01-31
1031,Signing,Thomas11,2024-02-01
1032,Release,Davis88,2024-02-02
1033,Return,Lopez58,2024-02-03
1034,Activation,Williams68,2024-02-04
1035,Trade,Martinez20,2024-02-05
1036,Release,Wilson3,2024-02-06
1037,Release,Garcia9,2024-02-07
1038,Signing,Garcia86,2024-02-08
1039,Suspension,Jones32,2024-02-09
1040,Injury,Rodriguez53,2024-02-10
1041,Signing,Taylor91,2024-02-11
1042,Activation,Taylor12,2024-02-12
1043,Injury,Gonzalez80,2024-02-13
1044,Release,Hernandez35,2024-02-14
1045,Signing,Miller46,2024-02-15
1046,Trade,Rodriguez62,2024-02-16
1047,Release,Jackson11,2024-02-17
1048,Injury,Anderson76,2024-02-18
1049,Suspension,Gonzalez22,2024-02-19
1050,Release,Lopez42,2024-02-20
1051,Trade,Smith57,2024-02-21
1052,Release,Smith76,2024-02-22
1053,Trade,Davis1,2024-02-23
1054,Injury,Williams85,2024-02-24
1055,Injury,Wilson50,2024-02-25
1056,Suspension,Davis22,2024-02-26
1057,Activation,Wilson51,2024-02-27
1058,Injury,Lopez14,2024-02-28
1059,Release,Williams1,2024-02-29
1060,Return,Davis26,2024-03-01
1061,Suspension,Martin94,2024-03-02
1062,Injury,Miller40,2024-03-03
1063,Release,Miller47,2024-03-04
1064,Suspension,Brown66,2024-03-05
1065,Release,Garcia78,2024-03-06
1066,Suspension,Garcia35,2024-03-07
1067,Suspension,Gonzalez34,2024-03-08
1068,Trade,Miller44,2024-03-09
1069,Trade,Hernandez5,2024-03-10
1070,Suspension,Hernandez3,2024-03-11
1071,Suspension,Martin15,2024-03-12
1072,Trade,Garcia44,2024-03-13
1073,Release,Williams44,2024-03-14
1074,Signing,Smith1,2024-03-15
1075,Activation,Martin57,2024-03-16
1076,Activation,Williams16,2024-03-17
1077,Signing,Jackson62,2024-03-18
1078,Signing,Miller46,2024-03-19
1079,Activation,Jackson97,2024-03-20
1080,Trade,Moore40,2024-03-21
1081,Trade,Moore55,2024-03-22
1082,Release,Taylor13,2024-03-23
1083,Injury,Hernandez36,2024-03-24
1084,Suspension,Smith61,2024-03-25
1085,Activation,Johnson49,2024-03-26
1086,Suspension,Anderson48,2024-03-27
1087,Signing,Lopez54,2024-03-28
1088,Suspension,Jones8,2024-03-29
1089,Activation,Lopez33,2024-03-30
